SA	838	classic	وش ناوي تسوي بالويكند؟	wush nawi tisawwi bil-weekend?	What are you planning to do on the weekend?
SA	839	classic	أبغى أنام بدري الليلة	abgha anam badri al-laylah	I want to sleep early tonight.
SA	840	classic	ممكن نطلبها توصيل؟	mumkin nTlubha tawSeel?	Can we order it for delivery?
SA	841	classic	أنا للحين أدور عليها	ana lil7een adawwir 3alayha	I'm still looking for it.
SA	842	classic	إذا ما رديت اتصل	itha ma raddayt ittiSil	If I don't reply, call me.
SA	843	reveal	Saudi Phrases When You’re Late		reveal: 8 rows + quiz
SA	844	classic	وش تحب نسوي اليوم؟	wush ti7ibb nsawwi al-yom?	What would you like us to do today?
SA	845	classic	أبغى أغير جو شوي	abgha aghayyar jaw shway	I want a change of scenery.
SA	846	classic	ممكن تمسك لي هذا؟	mumkin timsik li hatha?	Can you hold this for me?
SA	847	classic	أنا ما لحقت أفطر	ana ma la7agt afTar	I didn't have time for breakfast.
SA	848	classic	بنتلاقى بعد شوي	bintalaaga ba3d shway	We'll meet in a little while.
SA	849	classic	وش ودك تاخذ معك؟	wush waddak takhuth ma3ak?	What do you want to take with you?
SA	850	classic	أبغى أشيك على جوالي	abgha asheek 3ala jawwali	I want to check my phone.
SA	851	classic	ممكن تعطيني رأيك؟	mumkin ti3Teeni rayak?	Can you give me your opinion?
SA	852	classic	أنا ما انتبهت للوقت	ana ma intabaht lil-wagt	I didn't realize the time.
SA	853	classic	خلنا نرتبها سوا	khallna nrattibha sawa	Let's arrange it together.
SA	854	reveal	Saudi Phrases When You Need Help		reveal: 8 rows + quiz
SA	855	classic	وش تبغى من الطريق؟	wush tibgha min aT-Tareeg?	What do you want me to get on the way?
SA	856	classic	أبغى أرجع أنام شوي	abgha arja3 anam shway	I want to go back to sleep for a bit.
SA	857	classic	ممكن ترفع صوتك شوي؟	mumkin tirfa3 Sawtak shway?	Can you speak a little louder?
SA	858	classic	أنا ما كنت أدري	ana ma kunt adri	I didn't know.
SA	859	classic	إذا خلصنا نطلع	itha khalaSna niTla3	When we're done, let's leave.
SA	860	reveal	Saudi Phrases When You Don’t Understand		reveal: 8 rows + quiz
SA	861	classic	وش عندك بعد شوي؟	wush 3indak ba3d shway?	What are you doing later?
SA	862	classic	أبغى أطلب لي قهوة	abgha aTlub li gahwa	I want to order myself a coffee.
SA	863	classic	ممكن ترسل لي اللوكيشن؟	mumkin tirsil li al-location?	Can you send me the location?
SA	864	classic	أنا توّي صاحي من النوم	ana tawwi Sa7i min an-nawm	I just woke up.
SA	865	classic	خلنا نروح مع بعض	khallna nroo7 ma3 ba3D	Let's go together.
SA	866	reveal	Saudi Phrases at the Restaurant		reveal: 8 rows + quiz
EG	1	classic	عايز أشرب قهوة دلوقتي	3ayez ashrab ahwa delwa2ti	I want to drink coffee now
EG	2	classic	أنا باكل	ana bakol	I eat
EG	3	classic	أنا باكل بطاطس في الغدا كل يوم	ana bakol batates fel-ghada kol yom	I eat potatoes for lunch every day
EG	4	classic	أنا كلت	ana kalt	I ate
EG	5	classic	أنا كلت بطاطس امبارح بالليل	ana kalt batates embare7 bel-leil	I ate potatoes last night
EG	6	classic	أنا هاكل	ana hakol	I will eat
EG	7	classic	أنا هاكل بطاطس بكره بالليل	ana hakol batates bokra bel-leil	I will eat potatoes tomorrow night
EG	8	classic	أنا [باكل] لحمة في الغدا	ana [bakol] la7ma fel-ghada	I eat meat for lunch
EG	9	classic	أنا [بشرب] قهوة كل يوم الصبح	ana [bashrab] ahwa kol yom el-sob7	I drink coffee every morning
EG	10	classic	أنا [بروح] الشغل بدري كل يوم	ana [baroo7] el-shoghl badri kol yom	I go to work early every day
EG	11	classic	أنا [بحب] الأكل المصري أوي	ana [ba7eb] el-akl el-masri awi	I really love Egyptian food
EG	12	cta	Comment QUIZ		Get your free Arabic level test
EG	13	classic	أنا [باكل] لحمة	ana [bakol] la7ma	I eat meat
EG	14	classic	أنا [بشرب] قهوة	ana [bashrab] ahwa	I drink coffee
EG	15	classic	أنا [بروح] الشغل	ana [baroo7] el-shoghl	I go to work
EG	16	classic	أنا [بحب] مصر	ana [ba7eb] masr	I love Egypt
EG	17	cta	Comment QUIZ		Get a free Arabic level test
EG	18	classic	برتب	barattab	I organize
EG	19	classic	برتب مكتبي	barattab maktabi	I organize my desk
EG	20	classic	برتب مكتبي كل يوم	barattab maktabi kol yom	I organize my desk every day
EG	21	classic	برتب مكتبي كل يوم قبل الشغل	barattab maktabi kol yom abl el-shoghl	I organize my desk every day before work
EG	22	classic	ده [باب] البيت الكبير	da [bab] el-beit el-kebir	This is the big house door
EG	23	classic	دي [عربية] جديدة أوي	di [3arabeya] gedida awi	This is a very new car
EG	24	classic	هو [عطشان] بعد المشي	howa [3atshan] ba3d el-mashy	He is thirsty after walking
EG	25	classic	هي [تعبانة] شوية النهارده	heyya [ta3bana] shwaya el-naharda	She is a little tired today
EG	26	cta	Comment QUIZ		Get your free level test
EG	27	classic	أنا ضربت	ana darabt	I hit
EG	28	classic	أنا ضربت أحمد	ana darabt Ahmed	I hit Ahmed
EG	29	classic	أنا ضربت أحمد امبارح	ana darabt Ahmed embare7	I hit Ahmed yesterday
EG	30	classic	أنا ضربت أحمد امبارح عشان هو عبيط	ana darabt Ahmed embare7 3ashan howa 3abeet	I hit Ahmed yesterday because he is stupid
EG	31	classic	أنا عايز	ana 3ayez	I want
EG	32	classic	أنا عايز آكل برجر	ana 3ayez akol burger	I want to eat a burger
EG	33	classic	أنا عايز آكل برجر كل يوم	ana 3ayez akol burger kol yom	I want to eat a burger every day
EG	34	classic	أنا عايز آكل برجر كل يوم مع أصحابي	ana 3ayez akol burger kol yom ma3 as7abi	I want to eat a burger every day with my friends
EG	35	classic	أنا بجري	ana bagri	I run
EG	36	classic	أنا بجري كل يوم	ana bagri kol yom	I run every day
EG	37	classic	أنا بجري كل يوم في الحديقة	ana bagri kol yom fel-7adi2a	I run every day in the park
EG	38	classic	أنا بجري كل يوم في الحديقة مع صاحبي	ana bagri kol yom fel-7adi2a ma3 sa7bi	I run every day in the park with my friend
EG	39	classic	أنا بقرأ كل يوم	ana ba2ra kol yom	I read every day
EG	40	classic	أنا بقرأ كل يوم في البيت	ana ba2ra kol yom fel beit	I read every day at home
EG	41	classic	أنا بقرأ كل يوم في البيت مع أختي	ana ba2ra kol yom fel beit ma3a okhti	I read every day at home with my sister
EG	42	classic	أنا بقرأ	ana ba2ra	I read
EG	43	classic	أنا بقرأ كل يوم	ana ba2ra kol yom	I read every day
EG	44	classic	أنا بقرأ كل يوم في البيت	ana ba2ra kol yom fel-beit	I read every day at home
EG	45	classic	أنا بقرأ كل يوم في البيت مع أختي	ana ba2ra kol yom fel-beit ma3 okhti	I read every day at home with my sister
EG	46	classic	أنا بسوق	ana basoo2	I drive
EG	47	classic	أنا بسوق العربية	ana basoo2 el-3arabeya	I drive the car
EG	48	classic	أنا بسوق العربية الصبح	ana basoo2 el-3arabeya el-sob7	I drive the car in the morning
EG	49	classic	أنا بسوق العربية الصبح للشغل	ana basoo2 el-3arabeya el-sob7 lel-shoghl	I drive the car to work in the morning
EG	50	classic	أنا بتمنى	ana batmanna	I wish
EG	51	classic	أنا بتمنى أشوفك	ana batmanna ashoofak	I wish to see you
EG	52	classic	أنا بتمنى أشوفك كل يوم	ana batmanna ashoofak kol yom	I wish to see you every day
EG	53	classic	أنا بتمنى أشوفك كل يوم طول العمر	ana batmanna ashoofak kol yom tool el-3omr	I wish to see you every day for the rest of my life
EG	54	classic	أنا مش شايف	ana mesh shayef	I can't see
EG	55	classic	أنا مش شايف غيرك	ana mesh shayef gheirek	I can't see anyone but you
EG	56	classic	أنا مش شايف غيرك وعايز أبقى	ana mesh shayef gheirek w 3ayez ab2a	I can't see anyone but you, and I want to be
EG	57	classic	أنا مش شايف غيرك وعايز أبقى معاكي دايما	ana mesh shayef gheirek w 3ayez ab2a ma3aki dayman	I can't see anyone but you, and I want to be with you always
EG	58	cta	Comment LOVE		Get our love phrases book
EG	59	classic	أنا مش بتكلم عربي	ana mesh batkallem 3arabi	I don’t speak Arabic
EG	60	classic	أنا بتكلم عربي شوية	ana batkallem 3arabi shwaya	I speak a little Arabic
EG	61	classic	أنا بتعلم عربي دلوقتي	ana bat3allem 3arabi delwa2ti	I’m learning Arabic now
EG	62	classic	أنا بفهم كلام بسيط	ana bafham kalam baseet	I understand simple phrases
EG	63	classic	ممكن تتكلم أبطأ شوية؟	momken tetkallem abta2 shwaya?	Can you speak a little slower?
EG	64	classic	ممكن تقولها تاني لو سمحت؟	momken te2olha tani law sama7t?	Can you say it again, please?
EG	65	classic	أنا زعلان منك بجد	ana za3lan منك begad	I’m really upset with you
EG	66	classic	أنا مخاصمك من امبارح	ana mokhasmak men embare7	I’m not talking to you since yesterday
EG	67	classic	إنت وحش معايا أوي	enta we7esh ma3aya awi	You’re being really mean to me
EG	68	classic	أنا مبحبش نبعد عن بعض	ana mab7ebbish neb3ad 3an ba3d	I don’t like us being apart
EG	69	classic	أنا بحب أشوفك على طول	ana ba7eb ashoofak 3ala tool	I love seeing you all the time
EG	70	classic	فين مكتب الجوازات؟	fein maktab el-gawazat?	Where is passport control?
EG	71	classic	الشنط بتاعتي فين؟	el-shonat beta3ti fein?	Where is my luggage?
EG	72	classic	الطيارة هتطلع إمتى؟	el-tayyara hatetla3 emta?	When will the plane depart?
EG	73	classic	البوابة رقم كام؟	el-bawwaba ra2m kam?	What is the gate number?
EG	74	classic	الرحلة اتأخرت ليه؟	el-re7la et2akhkharet leih?	Why is the flight delayed?
EG	75	classic	ممكن تساعدني في الشنط؟	momken tsa3edni fel-shonat?	Can you help me with the luggage?
EG	76	cta	Follow Speak Arabi		Speak real Arabic
EG	77	classic	أنا جعان أوي دلوقتي	ana ga3an awi delwa2ti	I’m very hungry right now
EG	78	classic	ممكن أشوف المنيو؟	momken ashoof el-menu?	Can I see the menu?
EG	79	classic	أنا عايز أطلب فراخ	ana 3ayez atlوب farakh	I want to order chicken
EG	80	classic	من غير شطة لو سمحت	men gheir shatta law sama7t	No chili, please
EG	81	classic	ممكن تجيبلي مية؟	momken tegeebli mayya?	Can you bring me some water?
EG	82	classic	الحساب لو سمحت	el-7esab law sama7t	The bill, please
EG	83	cta	Follow Speak Arabi		Speak real Arabic
EG	84	classic	أنا تعبان شوية النهارده	ana ta3ban shwaya el-naharda	I’m a little tired today
EG	85	classic	محتاج أروح الصيدلية	me7tag aroo7 el-saydaliya	I need to go to the pharmacy
EG	86	classic	عندي صداع من الصبح	3andi soda3 men el-sob7	I’ve had a headache since morning
EG	87	classic	ممكن تديني مسكن؟	momken tedini mosakken?	Can you give me a painkiller?
EG	88	classic	الدواء ده يتاخد إمتى؟	el-dawa da yetakhod emta?	When should I take this medicine?
EG	89	classic	شكرا ربنا يخليك	shokran rabbena ykhaleek	Thank you, I really appreciate it
EG	90	cta	Follow Speak Arabi		Speak real Arabic
EG	91	classic	أنا بدور على شقة	ana badawwar 3ala sha2a	I’m looking for an apartment
EG	92	classic	الإيجار كام في الشهر؟	el-egar kam fel-shahr?	How much is the monthly rent?
EG	93	classic	الشقة فيها كام أوضة؟	el-sha2a feeha kam oda?	How many rooms does the apartment have?
EG	94	classic	المكان قريب من المترو؟	el-makan 2areeb men el-metro?	Is the place near the metro?
EG	95	classic	ممكن أشوف الشقة النهارده؟	momken ashoof el-sha2a el-naharda?	Can I see the apartment today?
EG	96	classic	أنا هفكر وأرد عليك	ana hafakkar w arrod 3aleik	I’ll think about it and get back to you
EG	97	cta	Follow Speak Arabi		Speak real Arabic
EG	98	classic	أنا عايز أغير فلوس	ana 3ayez aghayyar feloos	I want to exchange money
EG	99	classic	الدولار بكام النهارده؟	el-dollar bekam el-naharda?	What’s the dollar rate today?
EG	100	classic	ممكن تديني فكة؟	momken tedini fakka?	Can you give me change?
EG	101	classic	معايا كارت بس	ma3aya kart bas	I only have a card
EG	102	classic	الماكينة مش شغالة	el-makina mesh shaghala	The card machine isn’t working
EG	103	classic	فين أقرب ماكينة بنك؟	fein a2rab makina bank?	Where is the nearest ATM?
EG	104	cta	Follow Speak Arabi		Speak real Arabic
EG	105	classic	ياريت تيجي بدري النهارده	yaret teegi badri el-naharda	I hope you come early today
EG	106	classic	ياريت الجو يبقى حلو	yaret el-gaw yeb2a 7elw	I hope the weather is nice
EG	107	classic	ياريت تكلمني لما توصل	yaret tekallemni lamma توصل	Please call me when you arrive
EG	108	classic	ياريت تساعدني في الشغل	yaret tsa3edni fel-shoghl	I wish you would help me with the work
EG	109	classic	ياريت أشوفك بكره بالليل	yaret ashoofak bokra bel-leil	I hope I see you tomorrow night
EG	110	classic	ياريت كل حاجة تبقى كويسة	yaret kol 7aga teb2a kwayesa	I hope everything turns out well
EG	111	cta	Follow Speak Arabi		Speak real Arabic
EG	112	classic	ياريت تيجي بدري النهارده	yaret teegi badri el-naharda	I hope you come early today
EG	113	classic	ياريت الجو يبقى حلو	yaret el-gaw yeb2a 7elw	I hope the weather is nice
EG	114	classic	ياريت تكلمني لما توصل	yaret tekallemni lamma توصل	Please call me when you arrive
EG	115	classic	ياريت تساعدني في الشغل	yaret tsa3edni fel-shoghl	I wish you would help me with the work
EG	116	classic	ياريت أشوفك بكره بالليل	yaret ashoofak bokra bel-leil	I hope I see you tomorrow night
EG	117	classic	ياريت كل حاجة تبقى كويسة	yaret kol 7aga teb2a kwayesa	I hope everything turns out well
EG	118	cta	Follow Speak Arabi		Speak real Arabic
EG	119	classic	أنا بشرب قهوة كل يوم الصبح	ana bashrab ahwa kol yom el-sob7	I drink coffee every morning
EG	120	classic	ياريت تيجي بدري النهارده	yaret teegi badri el-naharda	I hope you come early today
EG	121	classic	ياريت الجو يبقى حلو	yaret el-gaw yeb2a 7elw	I hope the weather is nice
EG	122	classic	ياريت تكلمني لما توصل	yaret tekallemni lamma توصل	Please call me when you arrive
EG	123	classic	ياريت تساعدني في الشغل	yaret tsa3edni fel-shoghl	I wish you would help me with the work
EG	124	classic	ياريت أشوفك بكره بالليل	yaret ashoofak bokra bel-leil	I hope I see you tomorrow night
EG	125	classic	ياريت كل حاجة تبقى كويسة	yaret kol 7aga teb2a kwayesa	I hope everything turns out well
EG	126	cta	Follow Speak Arabi		Speak real Arabic
EG	127	classic	ياريت تيجي بدري النهارده	yaret teegi badri el-naharda	I hope you come early today
EG	128	classic	ياريت الجو يبقى حلو	yaret el-gaw yeb2a 7elw	I hope the weather is nice
EG	129	classic	ياريت تكلمني لما توصل	yaret tekallemni lamma توصل	Please call me when you arrive
EG	130	classic	ياريت تساعدني في الشغل	yaret tsa3edni fel-shoghl	I wish you would help me with the work
EG	131	classic	ياريت أشوفك بكره بالليل	yaret ashoofak bokra bel-leil	I hope I see you tomorrow night
EG	132	classic	ياريت كل حاجة تبقى كويسة	yaret kol 7aga teb2a kwayesa	I hope everything turns out well
EG	133	cta	Follow Speak Arabi		Speak real Arabic
EG	134	classic	لازم أصحى بدري	lazem as7a badri	I have to wake up early
EG	135	classic	لازم أروح الشغل دلوقتي	lazem aroo7 el-shoghl delwa2ti	I have to go to work now
EG	136	classic	لازم أشتري أكل للبيت	lazem ashtari akl lel-beit	I have to buy food for the house
EG	137	classic	لازم أخلص الشغل النهارده	lazem akhallas el-shoghl el-naharda	I have to finish the work today
EG	138	classic	لازم أكلم أمي بالليل	lazem akallem ommi bel-leil	I have to call my mother tonight
EG	139	classic	لازم أنام بدري النهارده	lazem anam badri el-naharda	I have to sleep early today
EG	140	classic	مش عايز أنزل النهارده	mesh 3ayez anzal el-naharda	I don’t want to go out today
EG	141	classic	مش عايز آكل دلوقتي	mesh 3ayez akol delwa2ti	I don’t want to eat right now
EG	142	classic	مش عايز أروح الشغل بكرة	mesh 3ayez aroo7 el-shoghl bokra	I don’t want to go to work tomorrow
EG	143	classic	مش عايز أتكلم مع حد	mesh 3ayez atkallem ma3 7add	I don’t want to talk to anyone
EG	144	classic	مش عايز أشرب قهوة بالليل	mesh 3ayez ashrab ahwa bel-leil	I don’t want to drink coffee at night
EG	145	classic	مش عايز أسهر النهارده	mesh 3ayez ashar el-naharda	I don’t want to stay up late today
EG	146	cta	Follow Speak Arabi		Speak real Arabic
EG	147	classic	لسه صاحي من النوم دلوقتي	lessa sa7i men el-nom delwa2ti	I just woke up
EG	148	classic	لسه مخلص الشغل من شوية	lessa mokhalles el-shoghl men shwaya	I just finished work
EG	149	classic	لسه مستني صاحبي قدام البيت	lessa mestanni sa7bi oddam el-beit	I’m still waiting for my friend outside the house
EG	150	classic	لسه بتعلم عربي واحدة واحدة	lessa bat3allem 3arabi wa7da wa7da	I’m still learning Arabic step by step
EG	151	classic	لسه ماكلتش حاجة من الصبح	lessa makaltish 7aga men el-sob7	I haven’t eaten anything since morning
EG	152	classic	لسه مش عارف أقرر دلوقتي	lessa mesh 3aref a2arrar delwa2ti	I still can’t decide right now
EG	153	cta	Follow Speak Arabi		Speak real Arabic
EG	154	classic	أنا مستنيك قدام البيت	ana mestanneek oddam el-beit	I’m waiting for you outside the house
EG	155	classic	النهارده كان يوم صعب	el-naharda kan yom sa3b	Today was a difficult day
EG	156	classic	معلش، نسيت أبعتلك رسالة	ma3lesh, neseet ab3atlak resala	Sorry, I forgot to send you a message
EG	157	classic	ممكن تقولها تاني بالراحة؟	momken te2olha tani bel-ra7a?	Can you say it again slowly?
EG	158	classic	أنا مبسوط إني شوفتك	ana mabsoot enni shoftak	I’m happy I saw you
EG	159	dialogue	Ordering coffee in Egypt		
EG	160	dialogue	Ordering coffee in Egypt		
EG	161	classic	أنا تعبان ومحتاج أريح شوية	ana ta3ban w me7tag arayya7 shwaya	I’m tired and need to rest for a bit
EG	162	classic	ممكن تبعتلي اللوكيشن؟	momken teb3atli el-location?	Can you send me the location?
EG	163	classic	أنا نازل أجيب حاجة بسرعة	ana nazel ageeb 7aga besor3a	I’m going out to get something quickly
EG	164	classic	استنى عليا خمس دقايق	estanna 3alaya khamas da2aye2	Wait for me for five minutes
EG	165	classic	مش فاهم إنت قصدك إيه	mesh fahem enta 2asdak eh	I don’t understand what you mean
EG	166	dialogue	Meeting a friend in Cairo		
EG	167	dialogue	At the koshary restaurant		
EG	168	reveal	Feelings in Egyptian Arabic		reveal: 8 rows
EG	169	reveal	Feelings in Egyptian Arabic		reveal: 8 rows
EG	170	reveal	Everyday Egyptian Reactions		reveal: 8 rows
EG	171	reveal	Useful Cairo Daily Phrases		reveal: 8 rows
EG	172	classic	أنا مستعجل شوية النهارده	ana mesta3gel shwaya el-naharda	I’m in a bit of a hurry today
EG	173	classic	ممكن تستناني عند الباب؟	momken تستannani 3and el-bab?	Can you wait for me by the door?
EG	174	classic	أنا نسيت الموبايل في البيت	ana neseet el-mobile fel-beit	I forgot my phone at home
EG	175	classic	الأكل لسه مجاش لحد دلوقتي	el-akl lessa magash le7ad delwa2ti	The food still hasn’t arrived yet
EG	176	classic	هكلمك أول ما أوصل	hakallemak awel ma awsal	I’ll call you as soon as I arrive
EG	177	reveal	Useful Egyptian Replies		reveal: 8 rows
EG	178	classic	أنا بصحى الساعة سبعة	ana basa7a el-sa3a sab3a	I wake up at seven
EG	179	classic	أنا بفطر قبل الشغل	ana baftar abl el-shoghl	I have breakfast before work
EG	180	classic	أنا بنزل من البيت بدري	ana banzel men el-beit badri	I leave the house early
EG	181	classic	أنا بركب المترو كل يوم	ana barkab el-metro kol yom	I take the metro every day
EG	182	classic	أنا برجع البيت بالليل	ana barga3 el-beit bel-leil	I come home at night
EG	183	mistake	أنا عايز قهوة	ana 3ayez ahwa	I want a coffee
EG	184	classic	أنا بدور على اللبن	ana badawwar 3ala el-laban	I’m looking for the milk
EG	185	classic	الكيلو بكام النهارده؟	el-kilo bekam el-naharda?	How much is a kilo today?
EG	186	classic	ممكن كيس تاني لو سمحت؟	momken kees tani law sama7t?	Can I have another bag, please?
EG	187	classic	أنا هدفع بالكارت	ana hadfa3 bel-kart	I’ll pay by card
EG	188	classic	مفيش فكة معايا	mafeesh fakka ma3aya	I don’t have any change
EG	189	reveal	Egyptian WhatsApp Phrases		reveal: 8 rows + quiz
EG	190	classic	أنا عايز قهوة سادة	ana 3ayez ahwa sada	I want black coffee
EG	191	classic	ممكن قهوة من غير سكر؟	momken ahwa men gheir sokkar?	Can I have coffee without sugar?
EG	192	classic	هشرب القهوة هنا	hashrab el-ahwa hina	I’ll drink the coffee here
EG	193	classic	ممكن كوباية مية كمان؟	momken kobayet mayya kaman?	Can I have a glass of water too?
EG	194	classic	الحساب لو سمحت	el-7esab law sama7t	The bill, please
EG	195	reveal	Asking for Help in Egypt		reveal: 8 rows + quiz
EG	196	classic	عندي برد من امبارح	3andi bard men embare7	I’ve had a cold since yesterday
EG	197	classic	محتاج حاجة للكحة	me7tag 7aga lel-ko7a	I need something for the cough
EG	198	classic	الدواء ده قبل الأكل؟	el-dawa da abl el-akl?	Do I take this medicine before eating?
EG	199	classic	آخده كام مرة؟	akhdo kam marra?	How many times should I take it?
EG	200	classic	فيه بديل أرخص؟	feeh badeel arkhas?	Is there a cheaper alternative?
EG	201	reveal	When You're Lost in Egypt		reveal: 8 rows + quiz
EG	202	classic	أنا حاجز أوضة ليلتين	ana 7agez oda leiltein	I booked a room for two nights
EG	203	classic	الأوضة جاهزة دلوقتي؟	el-oda gahza delwa2ti?	Is the room ready now?
EG	204	classic	ممكن باسورد الواي فاي؟	momken password el-wifi?	Can I have the Wi-Fi password?
EG	205	classic	الفطار بيبدأ الساعة كام؟	el-fetar beyebda2 el-sa3a kam?	What time does breakfast start?
EG	206	classic	ممكن تاكسي للمطار بكرة؟	momken taxi lel-matar bokra?	Can I get a taxi to the airport tomorrow?
EG	207	challenge	أنا [ضيعت] المفتاح في الشارع	ana [dayya3t] el-mofta7 fel-share3	I lost the key in the street
EG	208	challenge	أنا [كسرت] الكوباية بالغلط	ana [kasart] el-kobaya bel-ghalat	I broke the glass by accident
EG	209	challenge	أنا [نسيت] المحفظة في العربية	ana [neseet] el-ma7faza fel-3arabeya	I forgot my wallet in the car
EG	210	challenge	أنا [قفلت] الباب على المفتاح	ana [2afalt] el-bab 3ala el-mofta7	I locked the door with the key inside
EG	211	challenge	أنا [وقعت] الموبايل على الأرض	ana [wa22a3t] el-mobile 3al-ard	I dropped the phone on the floor
EG	212	reveal	Reactions Egyptians Use Every Day		reveal: 8 rows + quiz
EG	213	classic	الولد	el-walad	the boy
EG	214	classic	الولد لعب كورة	el-walad le3eb koora	the boy played football
EG	215	classic	الولد لعب كورة مع أصحابه	el-walad le3eb koora ma3 as7abo	the boy played football with his friends
