TR	107	classic	الكرسي ما بين الترابيزتين	el-korsi ma ben et-tarabeezten	Sandalye iki masanın arasında
TR	108	classic	الشنطة جنب الباب	eş-şanta gamb el-bab	Çanta kapının yanında
TR	109	classic	معلش حصل خير	ma'leş hasal heer	Boş ver, olan oldu
TR	110	classic	ما تزعلش نفسك	ma tez'alş nafsak	Kendini üzme
TR	111	classic	خلاص انسى الموضوع	halas insa el-mavdu'	Tamam, konuyu unut
TR	112	classic	ولا كأن حاجة حصلت	vala ka'en haga hasalit	Hiçbir şey olmamış gibi düşün
TR	113	classic	مفيش داعي تعتذر	mafiiş da'i ti'tezir	Özür dilemene gerek yok
TR	114	classic	الموضوع بسيط ما تقلقش	el-mavdu' basiit ma te'la'ş	Konu basit, endişelenme
TR	115	classic	عايز أروح وسط البلد لو سمحت	ayez aruh vest el-balad lav samaht	Şehir merkezine gitmek istiyorum, lütfen
TR	116	classic	ممكن تفتح العداد لو سمحت؟	momken teftah el-addad lav samaht	Taksimetreyi açabilir misin, lütfen?
TR	117	classic	الطريق زحمة أوي النهارده	et-tari' zahma avi en-naharda	Bugün trafik çok yoğun
TR	118	classic	ممكن تمشي من الطريق التاني؟	momken temşi min et-tari' et-tani	Diğer yoldan gidebilir misin?
TR	119	classic	نزلني هنا لو سمحت	nazzilni hina lav samaht	Beni burada indir, lütfen
TR	120	classic	الأجرة كام لو سمحت؟	el-ogra kam lav samaht	Ücret ne kadar, lütfen?
TR	121	classic	أنا ماشية	ana maşya	Yürüyorum
TR	122	classic	أنا ماشية رايحة السوق	ana maşya rayha es-su'	Pazara gidiyorum
TR	123	classic	أنا ماشية رايحة السوق أشتري خضار	ana maşya rayha es-su' aşteri hodar	Sebze almak için pazara gidiyorum
TR	124	classic	هشتري خضار وفاكهة	haşteri hodar ve-fakha	Sebze ve meyve alacağım
TR	125	classic	وهجيب سمك وطحينة ولمون	ve-hagib samak ve-tahina ve-lamun	Balık, tahin ve limon da alacağım
TR	126	classic	علشان أعمل غدا النهارده	alaşan a'mel ğada en-naharda	Bugün öğle yemeği yapmak için
TR	127	classic	تعالوا اتغدوا معانا	ta'alu itğaddu ma'ana	Gelin, bizimle öğle yemeği yiyin
TR	128	classic	ده مسجد كبير	da masgid kebir	Bu büyük bir cami
TR	129	classic	دي مكتبة صغيرة	di maktaba soğayyara	Bu küçük bir kütüphane
TR	130	classic	ده سوبر ماركت قريب	da supermarket orayyeb	Bu yakın bir süpermarket
TR	131	classic	ده فرن بلدي مشهور	da forn baladi maşhur	Bu meşhur bir mahalle fırını
TR	132	classic	ده كافيه هادي	da kafe hadi	Bu sakin bir kafe
TR	133	classic	ده بيت جميل	da bet gamil	Bu güzel bir ev
TR	134	classic	دي جنينة واسعة	di genena vas'a	Bu geniş bir bahçe
TR	135	classic	إزيك؟	izzayyek	Nasılsın?
TR	136	classic	الحمد لله، وإنتي؟	el-hamdu lillah, ve-enti	İyiyim, sen nasılsın?
TR	137	classic	تمام، إنتي منين؟	tamam, enti minen	İyiyim, sen nerelisin?
TR	138	classic	أنا من تركيا	ana min Torkeya	Ben Türkiyeliyim
TR	139	classic	عندك كام سنة؟	andik kam sana	Kaç yaşındasın?
TR	140	classic	عندي ٢٥ سنة، وإنتي؟	andi hamşa ve-işrin sana, ve-enti	25 yaşındayım, ya sen?
TR	141	classic	أنا برضه عندي ٢٥ سنة	ana bardo andi hamşa ve-işrin sana	Ben de 25 yaşındayım
TR	142	cta	İş yerinde bu diyaloğu kurabilir misin?		İş Yerinde Öğle Molası
TR	143	classic	إنتي هتاكلي إيه؟	enti hatakli eh	Ne yiyeceksin?
TR	144	classic	أنا جايبة أكل من البيت	ana gayba akl min el-beyt	Evden yemek getirdim
TR	145	classic	عملتي إيه النهارده؟	amalti eh en-naharda	Bugün ne yaptın?
TR	146	classic	عملت رز وفراخ	amalt rozz ve-farah	Pilav ve tavuk yaptım
TR	147	classic	الأكل شكله حلو أوي	el-akl şeklo helv avi	Yemek çok güzel görünüyor
TR	148	classic	تعالي كلي معايا	ta'ali koli ma'aya	Gel, benimle ye
TR	149	classic	ماشي، بالهنا والشفا	maşi, bil-hana veş-şifa	Tamam, afiyet olsun
TR	150	cta	Yeni iş arkadaşınla tanışabilir misin?		Yeni İş Arkadaşıyla Tanışma
TR	151	classic	إنتي جديدة هنا؟	enti gedida hina	Burada yeni misin?
TR	152	classic	آه، ده أول يوم ليا	ah, da avval yom leya	Evet, bugün ilk günüm
TR	153	classic	بتشتغلي في قسم إيه؟	bitiştağali fi 'ism eh	Hangi bölümde çalışıyorsun?
TR	154	classic	أنا بشتغل في قسم المبيعات	ana baştğal fi 'ism el-mabi'at	Satış bölümünde çalışıyorum
TR	155	classic	لو احتجتي حاجة قوليلي	lav ihtigti haga 'ulili	Bir şeye ihtiyacın olursa bana söyle
TR	156	classic	شكرا، إنتي ذوق أوي	şokran, enti zo' avi	Teşekkür ederim, çok naziksin
TR	157	classic	العفو، نورتينا	el-afv, navvartina	Rica ederim, hoş geldin
TR	158	cta	İş arkadaşından yardım isteyebilir misin?		İş Arkadaşından Yardım İstemek
TR	159	classic	ممكن تساعديني في حاجة؟	momken tsa'idini fi haga	Bir konuda bana yardım edebilir misin?
TR	160	classic	آه طبعًا، محتاجة إيه؟	ah tab'an, mihtaga eh	Evet tabii, neye ihtiyacın var?
TR	161	classic	مش عارفة أفتح الملف ده	miş arfa aftah el-malaf da	Bu dosyayı nasıl açacağımı bilmiyorum
TR	162	classic	استني، هورهولك	istanni, havarriholik	Bekle, sana göstereyim
TR	163	classic	كده تمام، شكرًا أوي	keda tamam, şokran avi	Şimdi oldu, çok teşekkür ederim
TR	164	classic	العفو، ولا يهمك	el-afv, vala yihimmik	Rica ederim, hiç önemli değil
TR	165	classic	بجد وفرتي عليا وقت كتير	bigad vaffarti alayya va't kitir	Gerçekten bana çok zaman kazandırdın
TR	166	cta	İşten erken çıkmak için izin isteyebilir misin?		İşten Erken Çıkmak İçin İzin İstemek
TR	167	classic	ممكن أخرج بدري النهارده؟	momken ahrog badri en-naharda	Bugün işten erken çıkabilir miyim?
TR	168	classic	خير، في حاجة؟	heer, fi haga	Hayırdır, bir şey mi oldu?
TR	169	classic	عندي معاد مهم الساعة أربعة	andi mi'ad mohim es-sa'a arba'a	Saat dörtte önemli bir randevum var
TR	170	classic	خلصتي الشغل اللي عليكي؟	hallasti eş-şuğl illi aleeki	Yapman gereken işleri bitirdin mi?
TR	171	classic	آه، خلصت كل حاجة	ah, hallast kol haga	Evet, her şeyi bitirdim
TR	172	classic	تمام، ممكن تمشي الساعة تلاتة	tamam, momken timşi es-sa'a talata	Tamam, saat üçte çıkabilirsin
TR	173	classic	شكرًا جدًا، مش هتأخر بكرة	şokran giddan, miş hat'ahhar bokra	Çok teşekkür ederim, yarın geç kalmayacağım
TR	174	cta	İşe geç kalınca ne dersin?		İşe Geç Kalınca Ne Dersin?
TR	175	classic	صباح الخير، معلش إني اتأخرت	sabah el-heer, ma'leş inni it'ahhart	Günaydın, geç kaldığım için kusura bakmayın
TR	176	classic	صباح النور، إيه اللي حصل؟	sabah en-nur, eh illi hasal	Günaydın, ne oldu?
TR	177	classic	الطريق كان زحمة أوي	et-tari' kan zahma avi	Trafik çok yoğundu
TR	178	classic	دي تاني مرة تتأخري الأسبوع ده	di tani marra tit'ahhari el-usbu' da	Bu hafta ikinci kez geç kalıyorsun
TR	179	classic	معاكي حق، مش هتتكرر تاني	ma'aki ha', miş hatitkarrar tani	Haklısınız, bir daha tekrarlanmayacak
TR	180	classic	تمام، يلا ابدئي شغلك	tamam, yalla ibda'i şuğlek	Tamam, hadi işine başla
TR	181	classic	حاضر، وشكرًا لتفهمك	hadir, ve-şokran li-tafahhomek	Peki, anlayışınız için teşekkür ederim
TR	182	cta	İşten izin isteyebilir misin?		İşten İzin İstemek
TR	183	classic	ممكن أخد إجازة يوم الخميس؟	momken ahod agaza yom el-hamis	Perşembe günü izin alabilir miyim?
TR	184	classic	في مناسبة ولا عندك مشوار؟	fi monasba vala andik maşvar	Özel bir durum mu var, yoksa bir işin mi var?
TR	185	classic	عندي معاد مهم ومش هقدر أأجله	andi mi'ad mohim ve-miş ha'dar a'aggelo	Önemli bir randevum var ve erteleyemem
TR	186	classic	خلصي شغلك قبل ما تمشي	hallisi şuğlek abl ma timşi	Gitmeden önce işini bitir
TR	187	classic	حاضر، هخلص كل حاجة	hadir, hahallas kol haga	Tamam, her şeyi bitireceğim
TR	188	classic	تمام، الإجازة موافق عليها	tamam, el-agaza movafa' aleeha	Tamam, iznin onaylandı
TR	189	classic	شكرًا جدًا، مش هعطلك	şokran giddan, miş ha'attalek	Çok teşekkür ederim, işlerinizi aksatmayacağım
TR	190	cta	Önemli bir şeyi unutunca ne dersin?		İş Yerinde Bir Şeyi Unutmak
TR	191	classic	أنا نسيت أبعت الإيميل امبارح	ana niseet ab'at el-email imbarih	Dün e-postayı göndermeyi unuttum
TR	192	classic	الإيميل كان مهم جدًا	el-email kan mohim giddan	E-posta çok önemliydi
TR	193	classic	معلش، هبعته دلوقتي حالًا	ma'leş, hab'ato dilva'ti halan	Kusura bakmayın, hemen şimdi göndereceğim
TR	194	classic	خلي بالك المرة الجاية	halli balek el-marra el-gaya	Bir dahaki sefere dikkat et
TR	195	classic	حاضر، مش هنسى تاني	hadir, miş hansa tani	Tamam, bir daha unutmayacağım
TR	196	classic	تمام، ابعتيه وبلغيني	tamam, ib'atiih ve-ballağiini	Tamam, gönder ve bana haber ver
TR	197	classic	حاضر، هبعته دلوقتي	hadir, hab'ato dilva'ti	Tamam, şimdi göndereceğim
TR	198	cta	Vardiyanı değiştirmek için nasıl izin istersin?		Vardiya Değiştirmek İstemek
TR	199	classic	ممكن أبدّل الشيفت بتاعي بكرة؟	momken abaddel eş-şift beta'i bokra	Yarınki vardiyamı değiştirebilir miyim?
TR	200	classic	عايزة تبدليه ليه؟	ayza tibaddelih leeh	Neden değiştirmek istiyorsun?
TR	201	classic	عندي ظرف مهم الصبح	andi zarf mohim es-sobh	Sabah önemli bir durumum var
TR	202	classic	لقيتي حد يبدّل معاكي؟	la'eeti hadd yibaddel ma'aki	Seninle vardiya değiştirecek birini buldun mu?
TR	203	classic	آه، سارة وافقت تبدّل معايا	ah, Sara vaf'et tibaddel ma'aya	Evet, Sara benimle vardiya değiştirmeyi kabul etti
TR	204	classic	تمام، ابعتيلي المواعيد الجديدة	tamam, ib'atili el-mava'iid el-gidiida	Tamam, yeni saatleri bana gönder
TR	205	classic	حاضر، هبعتهالك دلوقتي	hadir, hab'athalek dilva'ti	Tamam, şimdi göndereceğim
TR	206	cta	Kıyafet alışverişi yapabilir misin?		Kıyafet Mağazasında Alışveriş
TR	207	classic	ممكن أشوف البلوزة دي؟	momken aşuf el-bloza di	Bu bluzu görebilir miyim?
TR	208	classic	طبعًا، مقاسك كام؟	tab'an, mi'asek kam	Tabii, bedenin kaç?
TR	209	classic	غالبًا مقاسي ميديوم	ğaliban mi'asi medium	Genellikle bedenim medium
TR	210	classic	تحبي تجربي اللون الأسود؟	tihibbi tigarrabi el-lon el-isvid	Siyah rengini denemek ister misin?
TR	211	classic	آه، فين أوضة القياس؟	ah, fen odet el-'eyas	Evet, deneme kabini nerede?
TR	212	classic	هناك على اليمين	hinak ala el-yemin	Orada, sağ tarafta
TR	213	classic	مقاسها مناسب، بكام؟	mi'asha monasib, bikam	Bedeni uygun, fiyatı ne kadar?
TR	214	cta	Kuaförde konuşabilir misin?		Güzellik Salonunda
TR	215	classic	عندي حجز الساعة خمسة	andi hagz es-sa'a hamsa	Saat beşte randevum var
TR	216	classic	حجزك باسم مين؟	hagzek bism min	Randevunuz hangi isimle?
TR	217	classic	باسم ليلى	bism Leyla	Leyla adına
TR	218	classic	تحبي تعملي إيه النهارده؟	tihibbi ta'mali eh en-naharda	Bugün ne yaptırmak istersiniz?
TR	219	classic	عايزة أقص الأطراف بس	ayza a'oss el-atraf bas	Sadece uçlarını kestirmek istiyorum
TR	220	classic	تحبي نعمله سيشوار كمان؟	tihibbi na'mello seşvar kamen	Fön de ister misiniz?
TR	221	classic	آه، بس من غير ما يقصر أوي	ah, bas min ğeer ma yi'sar avi	Evet, ama çok kısalmasın
TR	222	cta	Mısır’da bankada konuşabilir misin?		Bankada İşlem Yapmak
TR	223	classic	عايزة أفتح حساب جديد	ayza aftah hisab gidiid	Yeni bir hesap açmak istiyorum
TR	224	classic	معاكي البطاقة أو الباسبور؟	ma'aki el-bita'a av el-pasaport	Kimliğiniz veya pasaportunuz yanınızda mı?
TR	225	classic	آه، الباسبور معايا	ah, el-pasaport ma'aya	Evet, pasaportum yanımda
TR	226	classic	تحبي الحساب بالجنيه ولا بالدولار؟	tihibbi el-hisab bil-gineh vala bid-dolar	Hesabı Mısır lirasıyla mı, dolarla mı istersiniz?
TR	227	classic	بالجنيه لو سمحت	bil-gineh lav samaht	Mısır lirasıyla, lütfen
TR	228	classic	املي الاستمارة دي وامضي هنا	imli el-istimara di vemdi hina	Bu formu doldurun ve burayı imzalayın
TR	229	classic	الحساب هيتفتح إمتى؟	el-hisab hayitfatah emta	Hesap ne zaman açılır?
TR	230	cta	Hastanede bu diyaloğu kurabilir misin?		Hastanede Doktorla Konuşmak
TR	231	classic	أنا عندي معاد مع الدكتور	ana andi mi'ad ma' ed-doktor	Doktorla randevum var
TR	232	classic	اسمك إيه؟	ismek eh	Adınız ne?
TR	233	classic	اسمي ليلى	ismi Leyla	Benim adım Leyla
TR	234	classic	إنتي تعبانة من إيه؟	enti ta'bana min eh	Neyiniz var?
TR	235	classic	عندي سخونية وصداع	andi sohoneya ve-soda'	Ateşim ve baş ağrım var
TR	236	classic	استني هنا، الدكتور هينادي عليكي	istanni hina, ed-doktor haynadi aleeki	Burada bekleyin, doktor sizi çağıracak
TR	237	classic	تمام، شكرًا	tamam, şokran	Tamam, teşekkür ederim
TR	238	cta	Postaneden paket alırken ne söylersin?		Postaneden Paket Teslim Almak
TR	239	classic	لو سمحت، أنا جاية أستلم طرد	lav samaht, ana gaya astalim tard	Affedersiniz, bir paket teslim almaya geldim
TR	240	classic	معاكي رقم الشحنة؟	ma'aki ra'm eş-şohna	Kargo takip numarası yanınızda mı?
TR	241	classic	آه، الرقم موجود في الرسالة دي	ah, er-ra'm mavguud fir-risala di	Evet, numara bu mesajda yazıyor
TR	242	classic	ممكن أشوف الباسبور أو البطاقة؟	momken aşuf el-pasaport av el-bita'a	Pasaportunuzu veya kimliğinizi görebilir miyim?
TR	243	classic	اتفضل، الطرد وصل إمتى؟	itfaddal, et-tard visil emta	Buyurun, paket ne zaman geldi?
TR	244	classic	وصل امبارح، امضي هنا لو سمحتي	visil imbarih, imdi hina lav samahti	Dün geldi, lütfen burayı imzalayın
TR	245	classic	تمام، شكرًا جدًا	tamam, şokran giddan	Tamam, çok teşekkür ederim
TR	246	cta	Evdeki sorunu nasıl anlatırsın?		Evde Bir Sorun Olduğunda
TR	247	classic	ألو، لو سمحت عندي مشكلة في الشقة	alo, lav samaht andi moşkila fiş-şa'a	Alo, affedersiniz, dairede bir sorun var
TR	248	classic	إيه المشكلة بالظبط؟	eh el-moşkila biz-zabt	Sorun tam olarak nedir?
TR	249	classic	الحنفية بتسرّب مية من امبارح	el-hanafiyya bitsarrab mayya min imbarih	Musluk dünden beri su sızdırıyor
TR	250	classic	تمام، هبعتلك سباك النهارده	tamam, hab'atlek sabbak en-naharda	Tamam, bugün sana bir tesisatçı göndereceğim
TR	251	classic	هييجي الساعة كام تقريبًا؟	hayigi es-sa'a kam ta'riiban	Yaklaşık saat kaçta gelecek?
TR	252	classic	غالبًا بعد الساعة خمسة	ğaliban ba'd es-sa'a hamsa	Büyük ihtimalle saat beşten sonra
TR	253	classic	تمام، هكون مستنياه	tamam, hakun mistannyah	Tamam, onu bekliyor olacağım
TR	254	cta	AVM’de mağazanın yerini nasıl sorarsın?		AVM’de Mağaza Sormak
TR	255	classic	لو سمحت، محل الملابس فين؟	lav samaht, mahall el-malabis fen	Affedersiniz, kıyafet mağazası nerede?
TR	256	classic	في الدور التاني جنب الكافيه	fid-door et-tani gamb el-kafe	İkinci katta, kafenin yanında
TR	257	classic	أطلع منين؟	atla' min fen	Nereden çıkabilirim?
TR	258	classic	السلم الكهربا قدامك على اليمين	es-sellem el-kahraba oddamik al-yemin	Yürüyen merdiven önünüzde, sağ tarafta
TR	259	classic	المحل بعيد؟	el-mahall bi'id	Mağaza uzak mı?
TR	260	classic	لا، أول ما تطلعي هتلاقيه قدامك	la, avval ma titla'i hatla'ih oddamik	Hayır, yukarı çıkar çıkmaz karşınızda göreceksiniz
TR	261	classic	تمام، شكرًا جدًا	tamam, şokran giddan	Tamam, çok teşekkür ederim
TR	262	cta	Farklı bir beden nasıl istersin?		AVM’de Farklı Beden İstemek
